dv_any_lifetime,age_group,marital_status,education_level,earns_income,employment_status,disability_status,spouse_income_relation,locality_type,feels_unsafe_home,conflict_frequency,food_insecurity_score,feels_unsafe_day,feels_unsafe_night,combined_safety_index,dv_common_perception,vaw_problem_perception,mobility_frequency,dv_physical,dv_verbal,dv_economic,dv_other,dv_sexual,will_seek_help_dv,help_source_dv,will_seek_help_harass,help_source_harass,unsafe_reason_1,unsafe_reason_2,unsafe_reason_3,unsafe_reason_4,unsafe_reason_5,unsafe_reason_6,unsafe_reason_7,unsafe_reason_8,unsafe_reason_9,unsafe_reason_10,unsafe_reason_11,food_insec,max_dv_count,Food_Insecurity_Index,DV_common_perception_score,DV_Common_Perception_norm,VAW_Perception_Score,VAW_Perception_norm,DV_Exposure,DV_Type_Count,Unsafe_Score,WellBeing_Score
1,18 – 29 years,Single,Completed primary,0,Student,0,NA,Rural,1,Daily,Several coping mechanisms (5-8),0,NA,Feels unsafe/Sometimes feels unsafe,Uncommon,Not at all,Never,1,1,0,1,0,1,Seek support from family,1,Seek support from family,0,1,0,1,0,1,1,1,1,0,0,5,6,0.625,1,0.3333333333333333,0,0,1,4,0.5333333333333333,0.39166666666666666
1,18 – 29 years,Living with Partner,Completed primary,0,Fulltime caretaker,1,NA,Rural,0,Monthly,Several coping mechanisms (5-8),NA,NA,Feels safe,Common,A little bit,Once or twice a month,1,1,1,1,0,1,Seek support from family,1,Seek support from family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0.625,2,0.6666666666666666,1,0.3333333333333333,1,5,0.5,0.3125
1,40 – 49 years,Living with Partner,College,0,Fulltime caretaker,0,NA,Urban,1,Once or twice,No coping mechanisms,0,0,Feels unsafe/Sometimes feels unsafe,Very common,Somewhat,Daily,1,1,1,1,0,1,Seek support from family,1,Seek support from family,0,0,0,0,0,0,0,1,0,0,0,0,6,0,3,1,2,0.6666666666666666,1,5,0.24242424242424243,0.6414141414141414
1,40 – 49 years,Living with Partner,Less than primary,0,Fulltime caretaker,0,NA,Urban,1,Once or twice,Several coping mechanisms (5-8),0,0,Feels unsafe/Sometimes feels unsafe,Uncommon,A lot,Once or twice a month,1,1,1,1,0,1,Access to women’s centres,1,Call/go to police,1,1,0,0,0,1,1,1,0,1,0,8,6,1,1,0.3333333333333333,3,1,1,5,0.3939393939393939,0.25757575757575757
1,50 – 59 years,Living with Partner,College,0,Unemployed,0,NA,Urban,1,Monthly,Several coping mechanisms (5-8),NA,0,Feels unsafe/Sometimes feels unsafe,Common,Not at all,Once or twice a month,1,1,1,1,0,1,Seek help from shelter or safehouse for women,1,Call/go to police,1,1,1,1,1,1,1,1,1,1,1,7,6,0.875,2,0.6666666666666666,0,0,1,5,0.7666666666666666,0.17500000000000002
1,18 – 29 years,Single,Completed secondary,NA,Employed,0,NA,Urban,1,Weekly,Several coping mechanisms (5-8),NA,NA,Feels safe,Uncommon,Not at all,Daily,1,1,1,1,0,1,Seek help from shelter or safehouse for women,1,Call/go to police,0,1,1,1,1,1,0,0,1,1,0,5,6,0.625,1,0.3333333333333333,0,0,1,5,0.48148148148148145,0.3533950617283951
1,30 – 39 years,Living with Partner,Completed secondary,0,Fulltime caretaker,0,NA,Urban,0,Daily,Several coping mechanisms (5-8),NA,NA,Feels safe,Very common,Somewhat,2-3 times per week,1,0,0,1,0,1,Seek support from family,1,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0.625,3,1,2,0.6666666666666666,1,3,0.8333333333333333,0.34722222222222227
1,18 – 29 years,Single,Completed secondary,0,Student,0,NA,Urban,0,Weekly,No coping mechanisms,0,0,Feels unsafe/Sometimes feels unsafe,Uncommon,Not at all,Daily,1,0,0,1,0,1,Seek support from family,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,1,0.3333333333333333,0,0,1,3,0.08333333333333333,0.8055555555555556
1,60 years and older,Widowed,Completed primary,0,Fulltime caretaker,1,NA,Urban,0,NA,Some coping mechanisms (1-4),NA,NA,Feels safe,Uncommon,Not at all,2-3 times per week,1,0,0,1,0,1,Access to women’s centres,1,Access to women’s centres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,1,0.3333333333333333,0,0,1,3,0.16666666666666666,0.55
1,18 – 29 years,Single,College,NA,Employed,0,NA,Urban,0,Once or twice,No coping mechanisms,NA,NA,Feels safe,Uncommon,Somewhat,Daily,1,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,1,0.3333333333333333,2,0.6666666666666666,1,3,0.5,0.6666666666666666
1,18 – 29 years,Living with Partner,Completed secondary,0,Fulltime caretaker,0,NA,Rural,0,Once or twice,Some coping mechanisms (1-4),NA,0,Feels unsafe/Sometimes feels unsafe,Very uncommon,A little bit,Never,1,0,0,1,0,0,NA,1,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,0,0,1,0.3333333333333333,1,3,0.1111111111111111,0.6296296296296297
1,18 – 29 years,Living with Partner,Completed secondary,0,Fulltime caretaker,0,NA,Urban,0,Daily,Some coping mechanisms (1-4),NA,0,Feels unsafe/Sometimes feels unsafe,Common,Not at all,Never,1,0,0,1,0,0,NA,1,Seek help from shelter or safehouse for women,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,2,0.6666666666666666,0,0,1,3,0.2222222222222222,0.7175925925925926
1,40 – 49 years,Living with Partner,College,0,Fulltime caretaker,0,NA,Urban,0,Never,Some coping mechanisms (1-4),NA,NA,Feels safe,Very uncommon,Not at all,Once or twice a month,1,0,0,1,0,0,NA,1,Talk with friends for support or guidance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,0,0,0,0,1,3,0,0.7916666666666666
1,60 years and older,Living with Partner,Technical / vocational,1,Other,0,Same,Urban,0,Never,Several coping mechanisms (5-8),NA,0,Feels unsafe/Sometimes feels unsafe,Very uncommon,Not at all,Daily,1,0,0,1,0,1,Seek support from family,1,Seek support from family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0.625,0,0,0,0,1,3,0,0.625
1,18 – 29 years,Living with Partner,Completed primary,0,Fulltime caretaker,0,NA,Urban,0,Monthly,Several coping mechanisms (5-8),NA,NA,Feels safe,Very common,Somewhat,Once a week,1,0,0,1,0,1,Seek support from family,1,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0.625,3,1,2,0.6666666666666666,1,3,0.8333333333333333,0.34722222222222227
1,30 – 39 years,Living with Partner,Post College,NA,Employed,0,Same,Urban,0,Once or twice,No coping mechanisms,NA,0,Feels unsafe/Sometimes feels unsafe,Very uncommon,A little bit,Daily,1,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,0,0,1,0.3333333333333333,1,3,0.1111111111111111,0.7962962962962963
1,18 – 29 years,Single,Completed secondary,1,Student,0,NA,Urban,1,Once or twice,Several coping mechanisms (5-8),NA,NA,Feels safe,Uncommon,A little bit,Daily,1,0,0,1,0,1,Seek help from shelter or safehouse for women,1,Call/go to police,0,0,0,0,0,0,1,0,0,1,1,5,6,0.625,1,0.3333333333333333,1,0.3333333333333333,1,3,0.2962962962962963,0.5262345679012346
1,50 – 59 years,Living with Partner,Completed secondary,NA,Employed,0,Less,Urban,0,Once or twice,Some coping mechanisms (1-4),NA,NA,Feels safe,Very common,A lot,2-3 times per week,1,0,0,1,0,1,Seeking support from women’s groups/NGOs/CSOs,1,Access to women’s centres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0.25,3,1,3,1,1,3,1,0.4166666666666667
1,18 – 29 years,Single,Completed secondary,NA,Employed,0,NA,Urban,1,Never,Some coping mechanisms (1-4),NA,NA,Feels safe,Uncommon,A little bit,Daily,1,0,0,1,0,1,Seek support from family,1,Call/go to police,0,0,0,1,0,0,0,0,1,0,0,4,6,0.5,1,0.3333333333333333,1,0.3333333333333333,1,3,0.2962962962962963,0.5679012345679012
1,30 – 39 years,Living with Partner,College,NA,Employed,0,Less,Urban,0,Once or twice,Several coping mechanisms (5-8),0,0,DK/Refusal,Common,A lot,Daily,1,0,0,1,0,1,Approach community leaders for support,1,Seek support from family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,0.75,2,0.6666666666666666,3,1,1,3,0.41666666666666663,0.4444444444444445
1,30 – 39 years,Living with Partner,Completed secondary,0,Fulltime caretaker,0,NA,Urban,0,Daily,No coping mechanisms,NA,NA,Feels safe,Common,A little bit,Once a week,1,1,0,1,0,1,Seek support from family,1,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,2,0.6666666666666666,1,0.3333333333333333,1,4,0.5,0.6111111111111112
1,18 – 29 years,Separated / Divorced,Completed primary,0,Fulltime caretaker,0,NA,Rural,0,Once or twice,Several coping mechanisms (5-8),NA,NA,Feels safe,Common,Not at all,Once or twice a month,1,1,0,1,0,1,Seeking support from women’s groups/NGOs/CSOs,1,Call helpline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0.875,2,0.6666666666666666,0,0,1,4,0.3333333333333333,0.37500000000000006
1,40 – 49 years,Living with Partner,Less than primary,NA,Employed,1,NA,Urban,0,Once or twice,No coping mechanisms,0,0,Feels unsafe/Sometimes feels unsafe,Uncommon,Don't know,Daily,1,1,0,1,0,1,Seek support from family,1,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,1,0.3333333333333333,NA,NA,1,4,0.1111111111111111,0.6666666666666666
1,30 – 39 years,Living with Partner,College,0,Fulltime caretaker,0,NA,Rural,0,Once or twice,Some coping mechanisms (1-4),0,0,Feels unsafe/Sometimes feels unsafe,Common,A lot,Once a week,1,1,0,1,0,1,Talk with friends for support or guidance,1,Seek support from family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0.25,2,0.6666666666666666,3,1,1,4,0.41666666666666663,0.5555555555555556
1,30 – 39 years,Living with Partner,Completed secondary,0,Fulltime caretaker,1,NA,Urban,0,Monthly,Several coping mechanisms (5-8),NA,0,DK/Refusal,Very common,A lot,Once or twice a month,1,1,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0.625,3,1,3,1,1,4,0.6666666666666666,0.31250000000000006
1,30 – 39 years,Living with Partner,College,0,Fulltime caretaker,0,NA,Urban,1,NA,No coping mechanisms,NA,NA,Feels safe,Common,Not at all,2-3 times per week,1,1,0,1,0,1,Seek support from family,0,NA,0,0,0,1,0,0,1,1,1,NA,NA,0,6,0,2,0.6666666666666666,0,0,1,4,0.5833333333333334,0.5833333333333334
1,30 – 39 years,Living with Partner,Completed secondary,0,Fulltime caretaker,1,NA,Urban,0,Daily,No coping mechanisms,NA,NA,Feels safe,Very common,Not at all,2-3 times per week,1,1,0,1,0,0,NA,1,Seek support from family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,3,1,0,0,1,4,0.5,0.55
1,40 – 49 years,Living with Partner,Completed primary,0,Fulltime caretaker,1,NA,Urban,1,Daily,Several coping mechanisms (5-8),0,0,Feels unsafe/Sometimes feels unsafe,Common,Not at all,Once or twice a month,1,1,0,1,0,1,Seek support from family,1,Seek support from family,1,0,1,1,0,0,1,0,0,1,0,7,6,0.875,2,0.6666666666666666,0,0,1,4,0.3333333333333333,0.3375000000000001
1,50 – 59 years,Living with Partner,College,0,Fulltime caretaker,1,NA,Urban,0,Once or twice,Some coping mechanisms (1-4),NA,NA,Feels safe,Common,Not at all,Once or twice a month,1,1,0,1,0,1,Talk with friends for support or guidance,1,Seek support from family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,2,0.6666666666666666,0,0,1,4,0.3333333333333333,0.45
1,18 – 29 years,Single,Completed secondary,0,Fulltime caretaker,0,NA,Urban,0,Never,No coping mechanisms,NA,0,Feels unsafe/Sometimes feels unsafe,Very common,A lot,2-3 times per week,1,1,0,1,0,1,Seek support from family,1,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,3,1,3,1,1,4,0.6666666666666666,0.5555555555555556
1,40 – 49 years,Living with Partner,College,0,Other,1,NA,Urban,0,Once or twice,No coping mechanisms,NA,NA,Feels safe,Uncommon,A little bit,Never,1,1,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,1,0.3333333333333333,1,0.3333333333333333,1,4,0.3333333333333333,0.6000000000000001
1,18 – 29 years,Living with Partner,College,0,Fulltime caretaker,0,NA,Urban,0,Once or twice,No coping mechanisms,NA,0,Feels unsafe/Sometimes feels unsafe,Very uncommon,Not at all,2-3 times per week,1,1,0,1,0,0,NA,1,Seek support from family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,0,0,0,0,1,4,0,0.7777777777777778
1,30 – 39 years,Living with Partner,Completed primary,0,Fulltime caretaker,1,NA,Urban,0,Daily,Several coping mechanisms (5-8),NA,NA,Feels safe,Common,Not at all,2-3 times per week,1,1,0,1,0,1,Seek support from family,1,Seek support from family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0.625,2,0.6666666666666666,0,0,1,4,0.3333333333333333,0.41250000000000003
1,30 – 39 years,Living with Partner,Technical / vocational,0,Fulltime caretaker,0,NA,Urban,0,Monthly,Several coping mechanisms (5-8),NA,NA,Feels safe,Very uncommon,A little bit,Daily,1,1,0,1,0,0,NA,1,Talk with friends for support or guidance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0.625,0,0,1,0.3333333333333333,1,4,0.16666666666666666,0.513888888888889
1,30 – 39 years,Living with Partner,Completed secondary,NA,Employed,0,N/A,Rural,1,Weekly,Several coping mechanisms (5-8),NA,NA,Feels safe,Common,Not at all,Once or twice a month,1,1,0,1,0,0,NA,1,Seek help from shelter or safehouse for women,0,0,0,0,0,0,0,0,0,0,1,7,6,0.875,2,0.6666666666666666,0,0,1,4,0.18518518518518517,0.42438271604938277
1,18 – 29 years,Living with Partner,Technical / vocational,NA,Employed,0,Same,Rural,1,Weekly,Some coping mechanisms (1-4),0,0,Feels unsafe/Sometimes feels unsafe,Very common,Somewhat,Daily,1,1,0,1,0,0,NA,1,Talk with friends for support or guidance,0,1,1,0,0,1,1,0,0,0,0,3,6,0.375,3,1,2,0.6666666666666666,1,4,0.42424242424242425,0.5113636363636364
1,40 – 49 years,Living with Partner,Completed secondary,NA,Employed,0,Less,Urban,0,Monthly,Some coping mechanisms (1-4),NA,0,Feels unsafe/Sometimes feels unsafe,Very common,A lot,2-3 times per week,1,1,0,1,0,1,Seeking support from women’s groups/NGOs/CSOs,1,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,3,1,3,1,1,4,0.6666666666666666,0.3888888888888889
1,18 – 29 years,Living with Partner,Completed primary,0,Fulltime caretaker,0,NA,Urban,0,Weekly,Some coping mechanisms (1-4),NA,NA,Feels safe,Very common,Not at all,Never,1,1,0,1,0,1,Seek support from family,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0.25,3,1,0,0,1,4,0.5,0.5277777777777778
1,40 – 49 years,Living with Partner,Completed secondary,0,Fulltime caretaker,0,NA,Urban,1,Weekly,No coping mechanisms,NA,NA,Feels safe,Very uncommon,Not at all,Once or twice a month,1,1,0,1,0,1,Seek support from family,1,Seek support from family,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,4,0.1111111111111111,0.7407407407407407
1,18 – 29 years,Living with Partner,College,0,Fulltime caretaker,0,NA,Urban,1,Daily,No coping mechanisms,NA,0,Feels unsafe/Sometimes feels unsafe,Common,Somewhat,Once a week,1,1,0,1,0,0,NA,1,Seek support from family,0,0,1,1,0,0,1,1,0,0,0,0,6,0,2,0.6666666666666666,2,0.6666666666666666,1,4,0.5333333333333333,0.6
1,18 – 29 years,Living with Partner,Completed primary,0,Fulltime caretaker,1,NA,Urban,1,Monthly,No coping mechanisms,NA,NA,Feels safe,Uncommon,Somewhat,2-3 times per week,1,1,0,1,0,1,Seek support from family,1,Seek support from family,0,1,1,1,0,0,1,0,1,0,0,0,6,0,1,0.3333333333333333,2,0.6666666666666666,1,4,0.5555555555555556,0.5333333333333333
1,18 – 29 years,Single,College,NA,Employed,0,NA,Urban,0,Weekly,No coping mechanisms,NA,0,Feels unsafe/Sometimes feels unsafe,Very uncommon,Not at all,Once a week,1,1,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,0,0,0,0,1,4,0,0.7777777777777778
1,40 – 49 years,Living with Partner,Completed primary,0,Unemployed,0,NA,Urban,0,NA,Several coping mechanisms (5-8),NA,0,Feels unsafe/Sometimes feels unsafe,Very common,Somewhat,Daily,1,1,0,1,0,1,Seek support from family,1,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,1,3,1,2,0.6666666666666666,1,4,0.5555555555555556,0.25925925925925924
1,18 – 29 years,Single,Technical / vocational,0,Student,0,NA,Urban,1,Daily,Some coping mechanisms (1-4),NA,0,Feels unsafe/Sometimes feels unsafe,Very common,A lot,Daily,1,1,0,1,0,1,Approach community leaders for support,1,Seek support from family,0,0,1,0,0,1,1,1,0,1,0,2,6,0.25,3,1,3,1,1,4,0.6,0.49444444444444446
1,18 – 29 years,Single,College,NA,Employed,0,NA,Rural,1,Monthly,Several coping mechanisms (5-8),NA,0,Feels unsafe/Sometimes feels unsafe,Common,Not at all,2-3 times per week,1,1,0,1,0,1,"Other, specify",1,Call/go to police,0,0,1,0,0,1,1,0,0,0,1,7,6,0.875,2,0.6666666666666666,0,0,1,4,0.4666666666666667,0.33055555555555555
1,18 – 29 years,Single,College,0,Fulltime caretaker,0,NA,Urban,0,Never,No coping mechanisms,NA,NA,Feels safe,Very common,A lot,Once or twice a month,1,1,0,1,0,1,Seek support from family,1,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,3,1,3,1,1,4,1,0.4444444444444445
1,40 – 49 years,Living with Partner,College,1,Fulltime caretaker,0,Less,Urban,0,NA,Some coping mechanisms (1-4),0,0,Feels unsafe/Sometimes feels unsafe,Uncommon,Somewhat,2-3 times per week,1,1,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,1,0.3333333333333333,2,0.6666666666666666,1,4,0.25,0.6527777777777778
1,40 – 49 years,Living with Partner,College,0,Fulltime caretaker,0,NA,Urban,1,Weekly,Several coping mechanisms (5-8),NA,NA,Feels safe,Very common,Not at all,2-3 times per week,1,1,1,1,0,0,NA,1,Seek support from family,0,0,0,0,0,1,1,0,0,1,0,6,6,0.75,3,1,0,0,1,5,0.3333333333333333,0.3611111111111111
1,18 – 29 years,Single,Completed primary,0,Fulltime caretaker,0,NA,Urban,0,Once or twice,Some coping mechanisms (1-4),NA,0,Feels unsafe/Sometimes feels unsafe,Common,Not at all,Once a week,1,1,1,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0.25,2,0.6666666666666666,0,0,1,5,0.2222222222222222,0.5648148148148148
1,18 – 29 years,Living with Partner,Completed secondary,0,Fulltime caretaker,0,NA,Urban,0,Never,Several coping mechanisms (5-8),NA,NA,Feels safe,Uncommon,Not at all,2-3 times per week,1,0,1,1,0,0,NA,1,Seek support from family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0.625,1,0.3333333333333333,0,0,1,4,0.16666666666666666,0.513888888888889
1,18 – 29 years,Living with Partner,Completed primary,NA,Employed,0,Less,Rural,0,Monthly,Some coping mechanisms (1-4),0,0,Feels unsafe/Sometimes feels unsafe,Very common,A lot,Daily,1,0,1,1,0,1,Seek help from shelter or safehouse for women,1,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,3,1,3,1,1,4,0.5,0.4444444444444445
1,30 – 39 years,Living with Partner,Completed secondary,NA,Employed,0,Less,Rural,1,Once or twice,Several coping mechanisms (5-8),NA,0,Feels unsafe/Sometimes feels unsafe,Common,Not at all,Daily,1,0,1,1,0,1,Seek help from shelter or safehouse for women,1,Seek help from shelter or safehouse for women,0,1,0,0,0,0,1,1,0,0,0,7,6,0.875,2,0.6666666666666666,0,0,1,4,0.26666666666666666,0.39722222222222225
1,40 – 49 years,Living with Partner,Less than primary,0,Fulltime caretaker,0,NA,Urban,1,Weekly,Several coping mechanisms (5-8),NA,0,Feels unsafe/Sometimes feels unsafe,Very common,A lot,Once a week,1,0,1,1,0,1,Seeking support from women’s groups/NGOs/CSOs,1,Seeking support from women’s groups/NGOs/CSOs,1,1,0,0,0,1,0,0,0,0,0,7,6,0.875,3,1,3,1,1,4,0.3,0.3861111111111111
1,30 – 39 years,Single,Less than primary,0,Fulltime caretaker,0,NA,Rural,0,Once or twice,Some coping mechanisms (1-4),NA,NA,Feels safe,Very uncommon,A little bit,Daily,1,0,1,1,0,1,Seek support from family,1,Talk with friends for support or guidance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,0,0,1,0.3333333333333333,1,4,0.16666666666666666,0.6805555555555556
1,40 – 49 years,Living with Partner,Completed primary,0,Fulltime caretaker,0,NA,Rural,0,Monthly,Some coping mechanisms (1-4),NA,0,Feels unsafe/Sometimes feels unsafe,Very common,Not at all,Once or twice a month,1,0,1,1,0,1,Seek support from family,1,Access to women’s centres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,0.375,3,1,0,0,1,4,0.3333333333333333,0.5416666666666667
1,18 – 29 years,Single,Completed primary,0,Fulltime caretaker,0,NA,Urban,0,Once or twice,Some coping mechanisms (1-4),NA,NA,Feels safe,Don't know,Not at all,2-3 times per week,1,0,1,1,0,1,Seek support from family,1,Seek support from family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,NA,NA,0,0,1,4,0,0.6111111111111112
1,30 – 39 years,Living with Partner,Technical / vocational,1,Fulltime caretaker,0,Less,Rural,0,Never,Several coping mechanisms (5-8),NA,0,Feels unsafe/Sometimes feels unsafe,Very uncommon,Not at all,Once a week,1,0,1,1,0,0,NA,1,Seek support from family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,0.75,0,0,0,0,1,4,0,0.5277777777777778
1,30 – 39 years,Living with Partner,Completed secondary,0,Fulltime caretaker,1,NA,Rural,0,Never,Several coping mechanisms (5-8),NA,NA,Feels safe,Very common,Somewhat,Daily,1,0,1,1,0,1,Call/go to police,1,Seek support from family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,0.75,3,1,2,0.6666666666666666,1,4,0.8333333333333333,0.22500000000000006
1,50 – 59 years,Single,Completed primary,NA,Employed,1,NA,Rural,1,NA,Several coping mechanisms (5-8),0,0,Feels unsafe/Sometimes feels unsafe,Very common,Somewhat,2-3 times per week,1,0,1,1,0,1,Call helpline,1,Approach community leaders for support,0,0,1,1,0,0,0,0,1,NA,NA,7,6,0.875,3,1,2,0.6666666666666666,1,4,0.4666666666666667,0.2975
1,18 – 29 years,Single,Completed secondary,NA,Employed,0,NA,Rural,0,Once or twice,Several coping mechanisms (5-8),NA,NA,Feels safe,Uncommon,A little bit,Daily,1,0,1,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,0.75,1,0.3333333333333333,1,0.3333333333333333,1,4,0.3333333333333333,0.4166666666666667
1,30 – 39 years,Living with Partner,Completed primary,NA,Employed,0,Less,Rural,0,Once or twice,No coping mechanisms,NA,0,Feels unsafe/Sometimes feels unsafe,Uncommon,A lot,Once a week,1,0,1,1,0,1,Access to women’s centres,1,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,1,0.3333333333333333,3,1,1,4,0.4444444444444444,0.6296296296296297
1,50 – 59 years,Widowed,Completed primary,0,Unemployed,1,NA,Rural,1,Monthly,Several coping mechanisms (5-8),NA,NA,Feels safe,Very common,Don't know,Daily,1,0,1,1,0,1,Go to health facility,1,Access to women’s centres,0,1,0,0,0,0,0,0,0,0,0,6,6,0.75,3,1,NA,NA,1,4,0.125,0.4375
1,50 – 59 years,Living with Partner,Completed primary,0,Fulltime caretaker,0,NA,Urban,0,Once or twice,No coping mechanisms,NA,0,Feels unsafe/Sometimes feels unsafe,Common,Not at all,2-3 times per week,1,0,1,1,0,1,Access to women’s centres,1,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,2,0.6666666666666666,0,0,1,4,0.2222222222222222,0.7037037037037037
1,60 years and older,Single,Completed primary,NA,Employed,1,NA,Urban,1,Once or twice,Some coping mechanisms (1-4),0,0,Feels unsafe/Sometimes feels unsafe,Common,Somewhat,2-3 times per week,1,0,1,1,0,1,Approach community leaders for support,1,Seek support from family,1,1,1,1,0,1,0,0,0,0,0,4,6,0.5,2,0.6666666666666666,2,0.6666666666666666,1,4,0.3939393939393939,0.4318181818181819
1,18 – 29 years,Living with Partner,College,0,Unemployed,0,NA,Rural,1,Daily,Several coping mechanisms (5-8),0,0,Feels unsafe/Sometimes feels unsafe,Very common,A lot,2-3 times per week,1,0,1,1,0,1,Access to women’s centres,1,Seeking support from women’s groups/NGOs/CSOs,0,1,0,0,0,0,0,0,1,0,0,6,6,0.75,3,1,3,1,1,4,0.2727272727272727,0.4368686868686869
