dv_any_lifetime,age_group,marital_status,education_level,earns_income,employment_status,disability_status,spouse_income_relation,locality_type,feels_unsafe_home,conflict_frequency,food_insecurity_score,feels_unsafe_day,feels_unsafe_night,combined_safety_index,dv_common_perception,vaw_problem_perception,mobility_frequency,dv_physical,dv_verbal,dv_economic,dv_other,dv_sexual,will_seek_help_dv,help_source_dv,will_seek_help_harass,help_source_harass,unsafe_reason_1,unsafe_reason_2,unsafe_reason_3,unsafe_reason_4,unsafe_reason_5,unsafe_reason_6,unsafe_reason_7,unsafe_reason_8,unsafe_reason_9,unsafe_reason_10,unsafe_reason_11,food_insec
Yes,60 years and older,Separated / Divorced,College,Yes,Other,"No, I don’t have difficulties",NA,Urban,No,NA,Some coping mechanisms (1-4),Safe,Safe,Feels safe,Don't know,Don't know,2-3 times per week,No,No,Yes,Yes,No,Yes,Seek support from family,Yes,Seek support from family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
Yes,30 – 39 years,Living with Partner,College,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Rural,No,NA,Some coping mechanisms (1-4),Safe,Not very safe,Feels unsafe/Sometimes feels unsafe,Common,A little bit,2-3 times per week,No,No,Yes,Yes,No,Don't know,NA,Yes,Seeking support from women’s groups/NGOs/CSOs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
Yes,30 – 39 years,Living with Partner,Less than primary,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Urban,No,Weekly,Several coping mechanisms (5-8),Very safe,Don't know,DK/Refusal,Common,Not at all,2-3 times per week,No,No,Yes,Yes,No,Yes,Seek support from family,Yes,Seek support from family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
Yes,40 – 49 years,Separated / Divorced,Completed secondary,NA,Employed,"No, I don’t have difficulties",NA,Urban,No,Weekly,Several coping mechanisms (5-8),Very safe,Not very safe,Feels unsafe/Sometimes feels unsafe,Very common,Not at all,Daily,No,No,Yes,Yes,No,Yes,Access to women’s centres,Yes,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
Yes,40 – 49 years,Living with Partner,College,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Urban,No,Once or twice,Several coping mechanisms (5-8),Very safe,Very safe,Feels safe,Very uncommon,Not at all,Once a week,No,No,Yes,Yes,No,Yes,Seek support from family,Yes,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
Yes,50 – 59 years,Living with Partner,Completed secondary,NA,Employed,"No, I don’t have difficulties",Same,Urban,No,Once or twice,Some coping mechanisms (1-4),Not very safe,Safe,Feels unsafe/Sometimes feels unsafe,Very common,A lot,Daily,No,No,Yes,Yes,No,Yes,Seek support from family,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
Yes,18 – 29 years,Living with Partner,Completed primary,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Rural,Yes,Daily,Several coping mechanisms (5-8),Very safe,Not safe at all,Feels unsafe/Sometimes feels unsafe,Very common,Don't know,Never,No,No,Yes,Yes,No,No,NA,Yes,Seek support from family,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,5
Yes,30 – 39 years,Living with Partner,Completed primary,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Urban,No,Never,Several coping mechanisms (5-8),Safe,Not safe at all,Feels unsafe/Sometimes feels unsafe,Common,Not at all,Daily,No,No,Yes,Yes,No,Yes,Access to women’s centres,Yes,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
Yes,30 – 39 years,Living with Partner,Completed secondary,NA,Employed,"Yes, I have difficulties",Less,Rural,Yes,Never,Several coping mechanisms (5-8),Very safe,Very safe,Feels safe,Very common,Somewhat,2-3 times per week,No,No,Yes,Yes,No,Yes,Approach community leaders for support,Yes,Seek support from family,No,No,No,Yes,No,No,No,No,No,No,No,5
Yes,50 – 59 years,Separated / Divorced,Less than primary,NA,Employed,"No, I don’t have difficulties",NA,Rural,No,Never,Several coping mechanisms (5-8),Not very safe,Not very safe,Feels unsafe/Sometimes feels unsafe,Very common,A lot,Daily,No,No,Yes,Yes,No,Yes,Call/go to police,Yes,Access to women’s centres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
Yes,30 – 39 years,Living with Partner,Completed primary,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Urban,No,Never,Some coping mechanisms (1-4),Very safe,Safe,Feels safe,Very uncommon,Somewhat,Once or twice a month,No,No,Yes,Yes,No,Yes,Seek support from family,Yes,Seek support from family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
Yes,40 – 49 years,Living with Partner,Less than primary,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Rural,No,Never,Some coping mechanisms (1-4),Very safe,Very safe,Feels safe,Very common,Not at all,Never,No,No,Yes,Yes,No,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
Yes,40 – 49 years,Separated / Divorced,Completed primary,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Rural,No,NA,Several coping mechanisms (5-8),Safe,Safe,Feels safe,Common,A little bit,Daily,No,No,Yes,Yes,No,Yes,Access to women’s centres,Yes,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
Yes,30 – 39 years,Living with Partner,Completed secondary,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Urban,No,Monthly,Several coping mechanisms (5-8),Safe,Not safe at all,Feels unsafe/Sometimes feels unsafe,Very common,Somewhat,Once a week,No,No,Yes,Yes,No,No,NA,Yes,Seek support from family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
Yes,18 – 29 years,Living with Partner,Technical / vocational,NA,Employed,"No, I don’t have difficulties",Less,Urban,Yes,Never,Several coping mechanisms (5-8),Very safe,Very safe,Feels safe,Common,A lot,Daily,No,No,Yes,Yes,No,No,NA,No,NA,No,No,Yes,No,No,No,No,No,No,No,No,5
Yes,30 – 39 years,Living with Partner,Completed primary,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Urban,No,Weekly,Several coping mechanisms (5-8),Safe,Safe,Feels safe,Uncommon,Not at all,Once or twice a month,No,No,Yes,Yes,No,Yes,Seek support from family,Yes,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
Yes,30 – 39 years,Living with Partner,Completed secondary,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Rural,No,Never,Some coping mechanisms (1-4),Safe,Not very safe,Feels unsafe/Sometimes feels unsafe,Very uncommon,A little bit,Once or twice a month,No,No,Yes,Yes,No,Yes,Go to health facility,Yes,Access to women’s centres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
Yes,60 years and older,Living with Partner,Completed secondary,No,Fulltime caretaker,"Yes, I have difficulties",NA,Urban,No,Monthly,Several coping mechanisms (5-8),Very safe,Safe,Feels safe,Don't know,Not at all,Once or twice a month,No,No,Yes,Yes,No,Yes,Seek support from family,Yes,Access to women’s centres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
Yes,50 – 59 years,Widowed,Completed secondary,Yes,Fulltime caretaker,"Yes, I have difficulties",NA,Urban,No,Never,Several coping mechanisms (5-8),Very safe,Very safe,Feels safe,Very uncommon,Somewhat,Daily,No,No,Yes,Yes,No,Yes,Call/go to police,Yes,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
Yes,30 – 39 years,Living with Partner,Technical / vocational,NA,Employed,"No, I don’t have difficulties",Same,Rural,No,Never,No coping mechanisms,Safe,Don't know,DK/Refusal,Don't know,Not at all,Never,No,No,Yes,Yes,No,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Yes,18 – 29 years,Living with Partner,Completed secondary,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Urban,Yes,Never,Some coping mechanisms (1-4),Not very safe,Not very safe,Feels unsafe/Sometimes feels unsafe,Common,Somewhat,Never,No,No,Yes,Yes,No,Yes,"Other, specify",Yes,Seek support from family,Yes,No,No,No,No,No,No,No,No,No,No,1
Yes,60 years and older,Living with Partner,Completed primary,Yes,Fulltime caretaker,"Yes, I have difficulties",Less,Urban,No,Weekly,Several coping mechanisms (5-8),Safe,Not very safe,Feels unsafe/Sometimes feels unsafe,Very common,Somewhat,Once a week,No,No,Yes,Yes,No,Yes,Seek support from family,Yes,Seek support from family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
Yes,60 years and older,Widowed,Less than primary,NA,Employed,"Yes, I have difficulties",NA,Urban,Yes,NA,Several coping mechanisms (5-8),Very safe,Safe,Feels safe,Common,Somewhat,Daily,No,No,Yes,Yes,No,Yes,Seek support from family,Yes,Call/go to police,Yes,No,No,No,No,No,No,No,No,NA,NA,5
Yes,18 – 29 years,Living with Partner,Completed primary,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Urban,No,Daily,Several coping mechanisms (5-8),Safe,Very safe,Feels safe,Common,Not at all,Once or twice a month,No,No,Yes,Yes,No,Yes,Seek support from family,Yes,Seek support from family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
Yes,18 – 29 years,Living with Partner,Completed primary,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Urban,No,Once or twice,Several coping mechanisms (5-8),Very safe,Don't know,DK/Refusal,Very common,Somewhat,Daily,No,No,Yes,Yes,No,Don't know,NA,Yes,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
Yes,30 – 39 years,Single,Less than primary,NA,Employed,"No, I don’t have difficulties",NA,Urban,No,Never,Several coping mechanisms (5-8),Not very safe,Don't know,DK/Refusal,Very common,A lot,2-3 times per week,No,No,Yes,Yes,No,Yes,Don't know,Yes,Don't know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
Yes,18 – 29 years,Living with Partner,Completed primary,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Urban,No,Once or twice,Several coping mechanisms (5-8),Very safe,Safe,Feels safe,Very common,Somewhat,2-3 times per week,No,No,Yes,Yes,No,Yes,Seek support from family,Yes,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
Yes,30 – 39 years,Living with Partner,College,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Urban,Yes,Once or twice,Some coping mechanisms (1-4),Not safe at all,Not safe at all,Feels unsafe/Sometimes feels unsafe,Very common,Somewhat,Once or twice a month,No,No,Yes,Yes,No,Yes,Seek support from family,Yes,Seek support from family,No,No,Yes,No,No,No,No,No,Yes,No,No,2
Yes,18 – 29 years,Living with Partner,Completed secondary,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Urban,No,Once or twice,Several coping mechanisms (5-8),Very safe,Not safe at all,Feels unsafe/Sometimes feels unsafe,Very common,A lot,2-3 times per week,No,No,Yes,Yes,No,No,NA,Yes,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
Yes,40 – 49 years,Living with Partner,Less than primary,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Urban,No,Once or twice,Several coping mechanisms (5-8),Very safe,Don't know,DK/Refusal,Don't know,Somewhat,Once a week,No,No,Yes,Yes,No,Yes,Seek support from family,Yes,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
Yes,30 – 39 years,Living with Partner,College,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Urban,No,Never,No coping mechanisms,Safe,Not very safe,Feels unsafe/Sometimes feels unsafe,Very uncommon,A little bit,Once a week,No,No,Yes,Yes,No,No,NA,Yes,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Yes,18 – 29 years,Single,Completed secondary,No,Student,"No, I don’t have difficulties",NA,Rural,No,Once or twice,Some coping mechanisms (1-4),Very safe,Not very safe,Feels unsafe/Sometimes feels unsafe,Very common,A little bit,Daily,No,No,Yes,Yes,No,No,NA,Yes,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Yes,18 – 29 years,Single,Completed primary,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Rural,No,Monthly,Several coping mechanisms (5-8),Safe,Safe,Feels safe,Very uncommon,Not at all,Once or twice a month,No,No,Yes,Yes,No,No,NA,Yes,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
Yes,18 – 29 years,Single,Technical / vocational,NA,Employed,"No, I don’t have difficulties",NA,Urban,No,Weekly,No coping mechanisms,Safe,Safe,Feels safe,Very common,A lot,2-3 times per week,No,No,Yes,Yes,No,No,NA,Yes,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Yes,50 – 59 years,Living with Partner,Completed primary,Yes,Fulltime caretaker,"No, I don’t have difficulties",Less,Urban,No,Monthly,Some coping mechanisms (1-4),Safe,Safe,Feels safe,Uncommon,A lot,Once a week,No,No,Yes,Yes,No,Yes,Seek support from family,Yes,Seek help from shelter or safehouse for women,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Yes,40 – 49 years,Living with Partner,Less than primary,No,Fulltime caretaker,"Yes, I have difficulties",NA,Urban,Yes,Once or twice,Several coping mechanisms (5-8),Safe,Not safe at all,Feels unsafe/Sometimes feels unsafe,Very common,Somewhat,Once a week,No,No,Yes,Yes,No,Yes,Seek support from family,Yes,Seek support from family,Yes,No,No,No,No,No,No,No,Yes,No,No,5
Yes,18 – 29 years,Living with Partner,Completed secondary,NA,Employed,"No, I don’t have difficulties",Less,Urban,No,Monthly,Some coping mechanisms (1-4),Very safe,Not very safe,Feels unsafe/Sometimes feels unsafe,Common,Not at all,2-3 times per week,No,No,Yes,Yes,No,No,NA,Yes,Seek support from family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
Yes,40 – 49 years,Living with Partner,Completed primary,No,Fulltime caretaker,"Yes, I have difficulties",NA,Urban,No,Weekly,Several coping mechanisms (5-8),Very safe,Not safe at all,Feels unsafe/Sometimes feels unsafe,Very common,A lot,Daily,No,No,Yes,Yes,No,Yes,Seek support from family,Yes,Access to women’s centres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
Yes,18 – 29 years,Living with Partner,Completed secondary,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Urban,No,Never,Several coping mechanisms (5-8),Not safe at all,Not safe at all,Feels unsafe/Sometimes feels unsafe,Very uncommon,Somewhat,Once or twice a month,No,No,Yes,Yes,No,Yes,Seek support from family,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
Yes,60 years and older,Living with Partner,Completed primary,Yes,Fulltime caretaker,"Yes, I have difficulties",Less,Urban,No,Never,Several coping mechanisms (5-8),Not very safe,Not very safe,Feels unsafe/Sometimes feels unsafe,Don't know,Not at all,2-3 times per week,No,No,Yes,Yes,No,Yes,Approach community leaders for support,Yes,Approach community leaders for support,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
Yes,30 – 39 years,Living with Partner,Less than primary,NA,Employed,"No, I don’t have difficulties",Same,Urban,No,Weekly,Several coping mechanisms (5-8),Safe,Safe,Feels safe,Common,A little bit,Daily,No,No,Yes,Yes,No,Yes,Go to health facility,Yes,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
Yes,30 – 39 years,Living with Partner,Completed secondary,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Urban,No,Never,No coping mechanisms,Not very safe,Not safe at all,Feels unsafe/Sometimes feels unsafe,Very uncommon,A little bit,2-3 times per week,No,No,Yes,Yes,No,Yes,Access to women’s centres,Yes,Seek support from family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Yes,18 – 29 years,Living with Partner,Completed primary,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Rural,Yes,Weekly,Several coping mechanisms (5-8),Safe,Safe,Feels safe,Common,A little bit,2-3 times per week,No,No,Yes,Yes,No,Yes,Call/go to police,Yes,Seek help from shelter or safehouse for women,Yes,No,Yes,No,No,No,No,No,No,No,No,7
Yes,30 – 39 years,Living with Partner,Completed primary,No,Fulltime caretaker,"Yes, I have difficulties",NA,Urban,No,Never,Some coping mechanisms (1-4),Very safe,Very safe,Feels safe,Common,A little bit,Daily,No,No,Yes,Yes,No,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
Yes,30 – 39 years,Living with Partner,Completed primary,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Urban,Yes,Never,Several coping mechanisms (5-8),Not very safe,Not very safe,Feels unsafe/Sometimes feels unsafe,Very common,A lot,Daily,No,No,Yes,Yes,No,Yes,Access to women’s centres,Yes,Call/go to police,No,No,No,No,No,No,No,No,No,No,No,7
Yes,40 – 49 years,Single,Completed secondary,NA,Employed,"No, I don’t have difficulties",NA,Urban,No,Weekly,Some coping mechanisms (1-4),Very safe,Not very safe,Feels unsafe/Sometimes feels unsafe,Don't know,Somewhat,Daily,No,No,Yes,Yes,No,Yes,Access to women’s centres,Yes,Seek support from family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Yes,30 – 39 years,Living with Partner,Completed secondary,No,Fulltime caretaker,"Yes, I have difficulties",NA,Urban,No,Monthly,Several coping mechanisms (5-8),Very safe,Safe,Feels safe,Very uncommon,Not at all,Once or twice a month,No,No,Yes,Yes,No,Yes,Seek support from family,Yes,Talk with friends for support or guidance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
Yes,18 – 29 years,Single,Completed primary,NA,Employed,"No, I don’t have difficulties",NA,Urban,No,Once or twice,No coping mechanisms,Very safe,Very safe,Feels safe,Very uncommon,A little bit,Daily,No,No,Yes,Yes,No,Yes,Seek support from family,Yes,Seek support from family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Yes,30 – 39 years,Living with Partner,Completed secondary,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Urban,No,Never,Several coping mechanisms (5-8),Very safe,Very safe,Feels safe,Uncommon,Not at all,2-3 times per week,No,No,Yes,Yes,No,Yes,Access to women’s centres,Yes,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
Yes,40 – 49 years,Living with Partner,Completed secondary,No,Unemployed,"No, I don’t have difficulties",NA,Rural,Yes,Refused,Some coping mechanisms (1-4),Safe,Not very safe,Feels unsafe/Sometimes feels unsafe,Very uncommon,Not at all,Once a week,No,No,Yes,Yes,No,Yes,Talk with friends for support or guidance,Yes,Seeking support from women’s groups/NGOs/CSOs,No,No,Yes,Yes,No,No,No,No,No,No,Yes,4
Yes,30 – 39 years,Living with Partner,Completed secondary,Yes,Fulltime caretaker,"No, I don’t have difficulties",Same,Rural,Yes,Monthly,Some coping mechanisms (1-4),Safe,Very safe,Feels safe,Very uncommon,Not at all,2-3 times per week,No,No,Yes,Yes,No,Yes,Seek support from family,Yes,Seek support from family,No,No,No,No,No,No,No,No,No,No,No,4
Yes,30 – 39 years,Single,Technical / vocational,NA,Employed,"Yes, I have difficulties",NA,Urban,No,Once or twice,Some coping mechanisms (1-4),Safe,Safe,Feels safe,Uncommon,Not at all,Daily,No,No,Yes,Yes,No,No,NA,Yes,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Yes,18 – 29 years,Living with Partner,Completed primary,No,Fulltime caretaker,"Yes, I have difficulties",NA,Rural,No,Daily,Several coping mechanisms (5-8),Safe,Safe,Feels safe,Very uncommon,A lot,2-3 times per week,No,No,Yes,Yes,No,Yes,Call/go to police,Yes,Seek support from family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
Yes,60 years and older,Widowed,College,No,Other,"Yes, I have difficulties",NA,Rural,No,NA,Several coping mechanisms (5-8),Very safe,Not very safe,Feels unsafe/Sometimes feels unsafe,Common,Not at all,2-3 times per week,No,No,Yes,Yes,No,No,NA,Don't know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
Yes,18 – 29 years,Living with Partner,Completed primary,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Urban,No,Never,Some coping mechanisms (1-4),Safe,Don't know,DK/Refusal,Very uncommon,Not at all,2-3 times per week,No,No,Yes,Yes,No,Yes,Seek support from family,Yes,Access to women’s centres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Yes,40 – 49 years,Living with Partner,Completed primary,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Rural,Yes,Monthly,Several coping mechanisms (5-8),Not safe at all,Not safe at all,Feels unsafe/Sometimes feels unsafe,Very uncommon,Somewhat,Once a week,No,No,Yes,Yes,No,Yes,Access to women’s centres,Yes,Seek help from shelter or safehouse for women,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,7
Yes,18 – 29 years,Living with Partner,College,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Urban,No,Never,Some coping mechanisms (1-4),Very safe,Safe,Feels safe,Uncommon,Somewhat,Never,No,No,Yes,Yes,No,No,NA,Yes,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
Yes,30 – 39 years,Living with Partner,Completed secondary,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Urban,No,Never,Some coping mechanisms (1-4),Very safe,Not safe at all,Feels unsafe/Sometimes feels unsafe,Very common,Somewhat,Once or twice a month,No,No,Yes,Yes,No,No,NA,Yes,Call/go to police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
Yes,60 years and older,Living with Partner,Completed secondary,No,Fulltime caretaker,"No, I don’t have difficulties",NA,Urban,No,Once or twice,Some coping mechanisms (1-4),Safe,Safe,Feels safe,Uncommon,Not at all,Once a week,No,No,Yes,Yes,No,No,NA,Yes,Seek help from shelter or safehouse for women,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
Yes,60 years and older,Widowed,College,No,Other,"Yes, I have difficulties",NA,Urban,No,Once or twice,Several coping mechanisms (5-8),Safe,Safe,Feels safe,Uncommon,Not at all,Once or twice a month,No,No,Yes,Yes,No,No,NA,Yes,Seek help from shelter or safehouse for women,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
